['Fitz1901', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.11', "Queen's Gambit Accepted: Central Variation, Alekhine System", None]
['ChrisEdwinM', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.11', "King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit", None]
['EzypoIiorz', 'Chelik007', '1-0, EzypoIiorz won by resignation', '2025.02.11', 'French Defense: Pelikan Variation', None]
['EzypoIiorz', 'Maraxadrez', '0-1, Maraxadrez won by checkmate', '2025.02.11', 'Vienna Game: Stanley Variation, Three Knights Variation', None]
['EzypoIiorz', 'RehmanXboi', '0-1, RehmanXboi won on time', '2025.02.12', 'Vienna Game: Max Lange Defense', None]
['nishantghorpade', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.12', 'French Defense: Normal Variation', None]
['Flaviocantore', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.12', "Bishop's Opening: Berlin Defense", None]
['Majky835', 'EzypoIiorz', '1-0, Majky835 won by checkmate', '2025.02.12', "Queen's Gambit Accepted", None]
['EzypoIiorz', 'Akashm986', '1-0, EzypoIiorz won - game abandoned', '2025.02.12', "French Defense: Queen's Knight", None]
['EzypoIiorz', 'milyrak', '0-1, milyrak won by checkmate', '2025.02.12', 'Vienna Game: Max Lange Defense', None]
['gblokkkkk', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.13', "King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit", None]
['EzypoIiorz', '13alok', '1-0, EzypoIiorz won on time', '2025.02.13', 'Van Geet Opening: Grünfeld Defense', None]
['yeyic79', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.13', 'Bird Opening', None]
['AloysiusCuamatzi', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.13', 'Scotch Game', None]
['EzypoIiorz', 'priyanshii290', '1-0, EzypoIiorz won by checkmate', '2025.02.13', 'Alekhine Defense: Scandinavian Variation, Myers Gambit', None]
['EzypoIiorz', 'Crosmos18', '1-0, EzypoIiorz won by resignation', '2025.02.13', 'Vienna Game', None]
['ThijsKl', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.13', 'Caro-Kann Defense: Campomanes Attack', None]
['EzypoIiorz', 'gutrilho', '1/2-1/2, Game drawn by stalemate', '2025.02.13', 'Van Geet Opening: Grünfeld Defense', None]
['eladhakimzada', 'EzypoIiorz', '1-0, eladhakimzada won by checkmate', '2025.02.13', 'Nimzowitsch Defense', None]
['pajacykicztery', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.13', 'Ruy Lopez: Exchange Variation, Lutikov Variation', None]
['EzypoIiorz', 'VanDerTuesel', '1-0, EzypoIiorz won on time', '2025.02.13', 'Van Geet Opening: Grünfeld Defense', None]
['mazzaman', 'EzypoIiorz', '1-0, mazzaman won by checkmate', '2025.02.14', 'Vienna Game: Max Lange Defense', None]
['EzypoIiorz', 'Shreyas-1909', '1-0, EzypoIiorz won by checkmate', '2025.02.14', 'Vienna Game: Falkbeer Variation', None]
['EzypoIiorz', 'dajamankawa132', '0-1, dajamankawa132 won by checkmate', '2025.02.14', 'Sicilian Defense: Closed, Traditional', None]
['agungxwyd', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.14', "Queen's Pawn Game: Symmetrical Variation", None]
['user13091996', 'EzypoIiorz', '1-0, user13091996 won by checkmate', '2025.02.14', "Queen's Pawn Game", None]
['EzypoIiorz', 'Magnus_clarckson', '0-1, Magnus_clarckson won by checkmate', '2025.02.14', 'Van Geet Opening: Grünfeld Defense', None]
['jjctp', 'EzypoIiorz', '0-1, EzypoIiorz won - game abandoned', '2025.02.14', "Van't Kruijs Opening", None]
['dseloy', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.14', 'Van Geet Opening: Napoleon Attack', None]
['EzypoIiorz', 'IQPeponi', '1-0, EzypoIiorz won by resignation', '2025.02.14', 'Vienna Game: Falkbeer Variation', None]
['Thomform', 'EzypoIiorz', '1-0, Thomform won by resignation', '2025.02.14', "Queen's Gambit Declined: Marshall Defense", None]
['EzypoIiorz', 'ahmedd1111', '1-0, EzypoIiorz won by resignation', '2025.02.14', 'Vienna Game: Max Lange Defense', None]
['WasibUmair', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.14', "Van't Kruijs Opening", None]
['EzypoIiorz', 'jim1991pitb', '1-0, EzypoIiorz won on time', '2025.02.14', 'Caro-Kann Defense', None]
['EzypoIiorz', 'griffth2shoes', '1-0, EzypoIiorz won on time', '2025.02.15', 'Carr Defense', None]
['theSouthPawLadd', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.15', 'Nimzowitsch Defense', None]
['EzypoIiorz', 'YASSER14-97', '0-1, YASSER14-97 won by checkmate', '2025.02.15', 'Vienna Game: Max Lange Defense', None]
['mohitsuman15', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.15', "King's Indian Attack", None]
['EzypoIiorz', 'BonikYT', '1-0, EzypoIiorz won on time', '2025.02.15', 'Vienna Game: Max Lange Defense', None]
['sixxyen', 'EzypoIiorz', '1-0, sixxyen won by checkmate', '2025.02.15', "Queen's Pawn Game: Zilbermints Countergambit", None]
['EzypoIiorz', 'Matilacalle', '1-0, EzypoIiorz won by resignation', '2025.02.15', 'French Defense: Pelikan Variation', None]
['patumid', 'EzypoIiorz', '1/2-1/2, Game drawn by stalemate', '2025.02.15', "Queen's Pawn Game", None]
['afrikafox', 'EzypoIiorz', '1-0, afrikafox won by checkmate', '2025.02.16', "King's Pawn Game: Leonardis Variation", None]
['EzypoIiorz', 'reiyhanaaa', '1-0, EzypoIiorz won on time', '2025.02.16', 'Vienna Game: Falkbeer Variation', None]
['Aaditya2049', 'EzypoIiorz', '1-0, Aaditya2049 won by checkmate', '2025.02.16', 'Latvian Gambit: Clam Gambit', None]
['EzypoIiorz', 'oxdii', '1-0, EzypoIiorz won - game abandoned', '2025.02.16', 'Vienna Game: Omaha Gambit', None]
['EzypoIiorz', 'charlibrownbeatz7', '1-0, EzypoIiorz won by checkmate', '2025.02.16', 'Owen Defense', None]
['sameeeeeeeerr', 'EzypoIiorz', '1-0, sameeeeeeeerr won by checkmate', '2025.02.16', 'Scotch Game', None]
['EzypoIiorz', 'jfheil', '0-1, jfheil won by checkmate', '2025.02.16', "French Defense: Queen's Knight", None]
['EzypoIiorz', 'cablenote', '1-0, EzypoIiorz won by resignation', '2025.02.16', 'Vienna Game: Falkbeer Variation', None]
['questm1', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.16', 'Hungarian Opening: Bücker Gambit', None]
['EzypoIiorz', 'sandip99', '0-1, sandip99 won by resignation', '2025.01.24', 'Grob Opening: Grob Gambit', None]
['EzypoIiorz', 'rohitpadawale', '1-0, EzypoIiorz won by resignation', '2025.02.17', 'Van Geet Opening: Grünfeld Defense', None]
['UnKannny', 'EzypoIiorz', '1-0, UnKannny won by checkmate', '2025.02.17', "King's Pawn Game: Leonardis Variation", None]
['Shelja2006', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.17', 'Four Knights Game', None]
['EzypoIiorz', 'Benjy_1902', '1-0, EzypoIiorz won by resignation', '2025.02.17', 'Vienna Game: Max Lange Defense', None]
['satyavamsi', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.17', "King's Gambit Declined: Classical, Svenonius Variation", None]
['Profise', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.17', "Queen's Pawn Game", None]
['BestVersionOfME', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.17', 'Vienna Game: Max Lange Defense', None]
['EzypoIiorz', 'E2bonden', '1-0, EzypoIiorz won on time', '2025.02.17', 'Sicilian Defense: Closed, Traditional', None]
['EzypoIiorz', 'Adil_E', '1-0, EzypoIiorz won by resignation', '2025.02.17', 'Pterodactyl Defense: Austrian, Grand Prix Pterodactyl', None]
['EzypoIiorz', 'AFallingTree', '0-1, AFallingTree won by checkmate', '2025.02.17', 'Vienna Game: Anderssen Defense', None]
['umarroff1', 'EzypoIiorz', '1-0, umarroff1 won by checkmate', '2025.02.17', 'Ruy Lopez: Berlin Defense', None]
['EzypoIiorz', 'gak_suka', '1-0, EzypoIiorz won by checkmate', '2025.02.17', 'Four Knights Game: Italian Variation', None]
['Z_Ohost', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.17', 'Hungarian Opening: Bücker Gambit', None]
['EzypoIiorz', 'kirerab', '1-0, EzypoIiorz won by resignation', '2025.02.17', 'Sicilian Defense: Closed', None]
['EzypoIiorz', 'ilovesinaloa', '1/2-1/2, Game drawn by stalemate', '2025.02.17', 'Sicilian Defense: Closed', None]
['Isacc46475', 'EzypoIiorz', '1-0, Isacc46475 won by checkmate', '2025.02.17', 'Ruy Lopez: Exchange Variation, Lutikov Variation', None]
['somofox', 'EzypoIiorz', '1-0, somofox won - game abandoned', '2025.02.17', 'Rapport-Jobava System', None]
['iGoalaso', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.17', 'Center Game', None]
['EzypoIiorz', 'purga-louco', '1-0, EzypoIiorz won by resignation', '2025.02.17', 'Vienna Game: Falkbeer Variation', None]
['EzypoIiorz', 'Makizushiiii', '0-1, Makizushiiii won by checkmate', '2025.02.18', 'Vienna Game: Max Lange Defense', None]
['bitlisli133434', 'EzypoIiorz', '1-0, bitlisli133434 won on time', '2025.02.18', 'Amsterdam Attack', None]
['EzypoIiorz', 'Karan9531', '0-1, Karan9531 won on time', '2025.02.18', 'Van Geet Opening: Grünfeld Defense', None]
['SureshBalaji86', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.18', 'Sodium Attack: Durkin Gambit', None]
['EzypoIiorz', 'KingRichard211996', '0-1, KingRichard211996 won by checkmate', '2025.02.18', 'Vienna Game: Max Lange Defense', None]
['jorgeprobs', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.18', "King's Pawn Game: Napoleon Attack", None]
['EzypoIiorz', 'sashiba105', '1-0, EzypoIiorz won by resignation', '2025.02.18', 'Caro-Kann Defense: Scorpion-Horus Gambit', None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['EzypoIiorz', 'Ezy-27', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Ezy-27', 'EzypoIiorz', '1/2-1/2, Game drawn by agreement', '2025.02.18', "Anderssen's Opening", None]
['Pawndererr', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.18', 'Italian Game: Paris Defense', None]
['EzypoIiorz', 'DANIELDBRpvp', '1-0, EzypoIiorz won by resignation', '2025.02.18', 'Mieses Opening', None]
['EzypoIiorz', 'Elma050705', '1-0, EzypoIiorz won by checkmate', '2025.02.18', 'Vienna Game: Max Lange Defense', None]
['EzypoIiorz', 'danielzrachya', '1-0, EzypoIiorz won on time', '2025.02.18', 'French Defense: Pelikan Variation', None]
['ruiben', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.18', 'Blackmar-Diemer Gambit: von Popiel Gambit', None]
['EzypoIiorz', 'Jaykwan8', '1/2-1/2, Game drawn by stalemate', '2025.02.19', 'Vienna Game: Falkbeer Variation', None]
['tayfunyil', 'EzypoIiorz', '1/2-1/2, Game drawn by repetition', '2025.02.19', 'Alekhine Defense: Scandinavian Variation', None]
['EzypoIiorz', 'DarnellJoubert', '0-1, DarnellJoubert won by checkmate', '2025.02.19', 'Van Geet Opening: Grünfeld Defense', None]
['Chillllest_Guy', 'EzypoIiorz', '0-1, EzypoIiorz won - game abandoned', '2025.02.19', 'Center Game', None]
['EzypoIiorz', 'k1nd0ne', '1-0, EzypoIiorz won - game abandoned', '2025.02.19', 'French Defense: Pelikan Variation', None]
['EzypoIiorz', 'ddvisser13', '1-0, EzypoIiorz won on time', '2025.02.19', 'Vienna Game: Falkbeer Variation', None]
['ZorrO8088', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.19', "Queen's Pawn Game: Colle System", None]
['oleoleolio', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.19', 'Scotch Game', None]
['EzypoIiorz', '01Sorry01', '1-0, EzypoIiorz won on time', '2025.02.19', 'Vienna Game: Max Lange Defense', None]
['Maxikovic', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.19', 'Grob Opening: Grob Gambit', None]
['EzypoIiorz', 'ashidhaneef', '0-1, ashidhaneef won by resignation', '2025.02.20', 'Goldsmith Defense', None]
['EzypoIiorz', 'bodysa', '1-0, EzypoIiorz won on time', '2025.02.20', 'Vienna Game: Max Lange Defense', None]
['NedrZemli', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.20', 'Grob Opening', None]
['EzypoIiorz', 'Miobombo2', '1/2-1/2, Game drawn by insufficient material', '2025.02.20', 'Amsterdam Attack', None]
['EzypoIiorz', 'robin20022', '1-0, EzypoIiorz won by checkmate', '2025.02.20', 'Vienna Game: Anderssen Defense', None]
['f1teammercedes', 'EzypoIiorz', '1-0, f1teammercedes won by checkmate', '2025.02.20', 'Italian Game: Paris Defense', None]
['EzypoIiorz', 'flavster', '0-1, flavster won on time', '2025.02.20', 'French Defense: Pelikan Variation', None]
['Derengton', 'EzypoIiorz', '1-0, Derengton won by checkmate', '2025.02.20', 'Amsterdam Attack', None]
['samehelabd', 'EzypoIiorz', '1/2-1/2, Game drawn by insufficient material', '2025.02.21', 'Italian Game: Paris Defense', None]
['EzypoIiorz', 'clemzzer', '1-0, EzypoIiorz won by checkmate', '2025.02.21', 'Vienna Game: Omaha Gambit', None]
['EzypoIiorz', 'pharoahgak', '1-0, EzypoIiorz won by checkmate', '2025.02.21', 'Vienna Game: Falkbeer Variation', None]
['kinglhdug', 'EzypoIiorz', '1-0, kinglhdug won by checkmate', '2025.02.21', 'Italian Game: Paris Defense', None]
['Ekremfff', 'EzypoIiorz', '1-0, Ekremfff won by checkmate', '2025.02.21', 'Rapport-Jobava System', None]
['gichan2zim', 'EzypoIiorz', '1/2-1/2, Game drawn by repetition', '2025.02.21', 'Rapport-Jobava System', None]
['EzypoIiorz', 'bandriy', '0-1, bandriy won by checkmate', '2025.02.21', 'French Defense: Pelikan Variation', None]
['EzypoIiorz', 'arsha1312', '0-1, arsha1312 won by checkmate', '2025.02.21', 'Vienna Game: Falkbeer Variation', None]
['EzypoIiorz', 'saddamweppes', '0-1, saddamweppes won on time', '2025.02.22', 'Van Geet Opening: Grünfeld Defense', None]
['srittam', 'EzypoIiorz', '1-0, srittam won by checkmate', '2025.02.22', 'Scotch Game', None]
['EzypoIiorz', 'thanhnguyen409', '0-1, thanhnguyen409 won by resignation', '2025.02.22', 'Vienna Game: Max Lange Defense', None]
['UNFAZED_20', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.23', "King's Pawn Opening", None]
['BRANZ0575', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.23', "King's Pawn Opening: Speers", None]
['EzypoIiorz', 'manojbhaskar', '0-1, manojbhaskar won by checkmate', '2025.02.23', 'Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line', None]
['EzypoIiorz', 'AhaanSingh2017', '1-0, EzypoIiorz won on time', '2025.02.23', 'Vienna Game: Falkbeer Variation', None]
['EzypoIiorz', 'PradeepSadasivuni9', '0-1, PradeepSadasivuni9 won on time', '2025.02.23', 'Alekhine Defense: Scandinavian Variation', None]
['Mulan2308', 'EzypoIiorz', '1-0, Mulan2308 won by checkmate', '2025.02.23', 'Ware Opening', None]
['sayedashfaquemahmud', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.23', 'Scotch Game', None]
['ahmadajieb', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.23', 'Amsterdam Attack', None]
['EzypoIiorz', 'timostew', '0-1, timostew won by checkmate', '2025.02.23', 'Owen Defense', None]
['FuriousDropper', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.12', 'Rapport-Jobava System', None]
['TacticalBlunda', 'EzypoIiorz', '1-0, TacticalBlunda won by checkmate', '2025.02.24', 'Italian Game: Two Knights Defense, Fegatello Attack, Leonhardt Variation', None]
['EzypoIiorz', 'Maverick4251', '1-0, EzypoIiorz won on time', '2025.02.24', 'Van Geet Opening: Grünfeld Defense', None]
['qwerty12io', 'EzypoIiorz', '1-0, qwerty12io won by checkmate', '2025.02.24', "Queen's Gambit Declined: Marshall Defense", None]
['EzypoIiorz', 'panya180', '0-1, panya180 won by checkmate', '2025.02.24', 'Sicilian Defense: Closed, Traditional', None]
['EzypoIiorz', 'delpino1116', '1-0, EzypoIiorz won on time', '2025.02.24', 'Rapport-Jobava System', None]
['perikobn', 'EzypoIiorz', '1-0, perikobn won by checkmate', '2025.02.24', 'Yusupov-Rubinstein System', None]
['EzypoIiorz', 'SoopaMouf', '0-1, SoopaMouf won by checkmate', '2025.02.24', 'Pirc Defense', None]
['vpk0513', 'EzypoIiorz', '1-0, vpk0513 won by checkmate', '2025.02.24', 'Scotch Game', None]
['XVictorHC', 'EzypoIiorz', '1-0, XVictorHC won by checkmate', '2025.02.24', 'Dresden Opening: The Goblin', None]
['EzypoIiorz', 'Hypnoss13', '1-0, EzypoIiorz won on time', '2025.02.24', 'Van Geet Opening: Grünfeld Defense', None]
['Abhishek823823', 'EzypoIiorz', '1/2-1/2, Game drawn by stalemate', '2025.02.24', "Queen's Gambit Declined: Marshall Defense", None]
['EzypoIiorz', 'KLIP_DRIFT', '1-0, EzypoIiorz won by checkmate', '2025.02.24', 'Van Geet Opening: Grünfeld Defense', None]
['EzypoIiorz', 'Spudz13', '0-1, Spudz13 won by checkmate', '2025.02.24', 'Vienna Game: Max Lange Defense', None]
['Kferreira2022', 'EzypoIiorz', '1-0, Kferreira2022 won by checkmate', '2025.02.24', 'Italian Game: Paris Defense', None]
['GrumpyGary1234', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.25', 'Ruy Lopez: Exchange Variation, Lutikov Variation', None]
['EzypoIiorz', 'Astro-ff', '0-1, Astro-ff won by checkmate', '2025.02.25', 'Vienna Game: Max Lange Defense', None]
['EzypoIiorz', 'Pixel420', '0-1, Pixel420 won by checkmate', '2025.02.25', 'Sicilian Defense: Closed', None]
['pinkiestinki', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.25', 'Ponziani Opening: Vukovic Gambit', None]
['EzypoIiorz', 'pritiborude', '1-0, EzypoIiorz won by resignation', '2025.02.25', 'Pterodactyl Defense: Austrian, Grand Prix Pterodactyl', None]
['tinymuffin42', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.25', "Queen's Gambit Declined: Marshall Defense", None]
['marcaelops', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.25', "Queen's Pawn Game: Accelerated London System", None]
['EzypoIiorz', 'Motadh', '0-1, Motadh won by checkmate', '2025.02.25', "Van't Kruijs Opening: Keoni-Hiva Gambit, Akahi Variation", None]
['alaithia', 'EzypoIiorz', '1-0, alaithia won by checkmate', '2025.02.25', 'Italian Game: Paris Defense', None]
['EzypoIiorz', 'urfavewitchcircey', '1-0, EzypoIiorz won by checkmate', '2025.02.26', 'Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line', None]
['PhotonZero', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.26', "King's Gambit Declined: Classical, Svenonius Variation", None]
['EzypoIiorz', 'momoelzoghby1226', '1-0, EzypoIiorz won by resignation', '2025.02.26', 'Vienna Game: Max Lange Defense', None]
['MATINmj1387', 'EzypoIiorz', '1-0, MATINmj1387 won by checkmate', '2025.02.26', "King's Pawn Game: Wayward Queen Attack, Mellon Gambit", None]
['EzypoIiorz', 'Hareesh_Gouda04', '1-0, EzypoIiorz won - game abandoned', '2025.02.26', 'Vienna Game: Omaha Gambit', None]
['Sandhy215', 'EzypoIiorz', '1/2-1/2, Game drawn by stalemate', '2025.02.26', "King's Pawn Game: Leonardis Variation", None]
['EzypoIiorz', 'parmesanreibe', '1-0, EzypoIiorz won by resignation', '2025.02.26', 'Van Geet Opening: Grünfeld Defense', None]
['rikoferr', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.26', 'Four Knights Game: Scotch Variation', None]
['EzypoIiorz', 'imantuingggg', '0-1, imantuingggg won by checkmate', '2025.02.26', 'Vienna Game: Stanley Variation', None]
['Ningo19', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.26', "Italian Game: Two Knights Defense, Modern Bishop's Opening", None]
['EzypoIiorz', 'x-4429977073', '1-0, EzypoIiorz won by resignation', '2025.02.26', 'Sicilian Defense: Closed', None]
['brerrabbit', 'EzypoIiorz', '1-0, brerrabbit won by checkmate', '2025.02.27', 'Rapport-Jobava System', None]
['EzypoIiorz', 'Vlad_Gera', '0-1, Vlad_Gera won by checkmate', '2025.02.27', 'Vienna Game: Omaha Gambit', None]
['EzypoIiorz', 'nada-yoga', '1-0, EzypoIiorz won by resignation', '2025.02.27', 'Vienna Game: Max Lange Defense', None]
['ATA-R', 'EzypoIiorz', '0-1, EzypoIiorz won by checkmate', '2025.02.27', 'Scotch Game', None]
['EzypoIiorz', 'LUNAMAYO', '0-1, LUNAMAYO won by checkmate', '2025.02.27', 'Vienna Game', None]
['brprk', 'EzypoIiorz', '0-1, EzypoIiorz won on time', '2025.02.28', 'Italian Game: Paris Defense', None]
['EzypoIiorz', 'YGR_1939', '1-0, EzypoIiorz won by resignation', '2025.02.28', 'Vienna Game: Max Lange Defense', None]
['Manankothari86', 'EzypoIiorz', '1-0, Manankothari86 won by checkmate', '2025.02.28', 'Ruy Lopez: Exchange Variation, Lutikov Variation', None]
['EzypoIiorz', 'Mayur_kdm', '1-0, EzypoIiorz won on time', '2025.02.28', 'Vienna Game: Falkbeer Variation', None]
['gabrielstahl', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.02.28', 'Vienna Game: Zhuravlev Countergambit', None]
['EzypoIiorz', 'gabrielstahl', '1/2-1/2, Game drawn by repetition', '2025.02.28', 'Zukertort Opening: Pirc Invitation', None]
['AhmetZenginchh', 'EzypoIiorz', '1-0, AhmetZenginchh won by checkmate', '2025.02.28', "King's Gambit Declined: Classical, Svenonius Variation", None]
['EzypoIiorz', 'bhargv0027', '0-1, bhargv0027 won by checkmate', '2025.02.28', 'Vienna Game: Max Lange Defense', None]
['Kanishk13091313', 'EzypoIiorz', '1/2-1/2, Game drawn by insufficient material', '2025.03.01', "Bishop's Opening: Kitchener Folly", None]
['skoroCHEMPION', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.03.01', 'Scotch Game', None]
['EzypoIiorz', 'Arn3478', '1-0, EzypoIiorz won by checkmate', '2025.03.01', 'Vienna Game: Max Lange Defense', None]
['EzypoIiorz', 'Enio_95', '1-0, EzypoIiorz won by resignation', '2025.03.01', 'Vienna Game: Falkbeer Variation', None]
['Sash3179', 'EzypoIiorz', '0-1, EzypoIiorz won by resignation', '2025.03.02', 'Three Knights Opening', None]
['EzypoIiorz', 'IggyMilan', '1-0, EzypoIiorz won by resignation', '2025.03.02', "Queen's Pawn Game: Chigorin Variation", None]
['yusufaqar', 'EzypoIiorz', '1-0, yusufaqar won by checkmate', '2025.03.02', 'Ruy Lopez: Exchange Variation, Lutikov Variation', None]
['dayseeee', 'EzypoIiorz', '1/2-1/2, Game drawn by stalemate', '2025.03.02', 'Italian Game: Paris Defense', None]
['EzypoIiorz', 'rickyTrebol', '0-1, rickyTrebol won by checkmate', '2025.03.02', 'Vienna Game: Max Lange Defense', None]
['EzypoIiorz', 'gabrielstahl', '1-0, EzypoIiorz won by checkmate', '2025.03.03', 'Nimzowitsch Defense: Breyer Variation', None]
['EzypoIiorz', 'sillej2000', '1-0, EzypoIiorz won on time', '2025.03.03', 'Vienna Game: Zhuravlev Countergambit', None]
